GEO ID,GEO ID Description,GEO Category,County Name,Indicator Order on State Dashboard,Indicator Order on County Dashboard,Indicator ID,Indicator,Event Count,Average Number of Denominator,Percentage/Rate,Data Comments,Measure Unit,Data Years,Data Source
18410,Cortlandt town,MCD/CD,Westchester,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,564,290,48.7,,Percentage,2019-2022,"Vital Records, data as of May 2024"
18421,Cortlandville town,MCD/CD,Cortland,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,172,66,65.4,,Percentage,2019-2022,"Vital Records, data as of May 2024"
18619,Coventry town,MCD/CD,Chenango,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,29,11,64.4,,Percentage,2019-2022,"Vital Records, data as of May 2024"
18663,Covert town,MCD/CD,Seneca,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,69,19,90.8,,Percentage,2019-2022,"Vital Records, data as of May 2024"
18696,Covington town,MCD/CD,Wyoming,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,36,13,70.6,,Percentage,2019-2022,"Vital Records, data as of May 2024"
18729,Coxsackie town,MCD/CD,Greene,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,100,45,55.2,,Percentage,2019-2022,"Vital Records, data as of May 2024"
18916,Crawford town,MCD/CD,Orange,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,142,71,50.4,,Percentage,2019-2022,"Vital Records, data as of May 2024"
19081,Croghan town,MCD/CD,Lewis,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,86,33,65.6,,Percentage,2019-2022,"Vital Records, data as of May 2024"
19246,Crown Point town,MCD/CD,Essex,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,4,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
19367,Cuba town,MCD/CD,Allegany,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,57,29,48.7,,Percentage,2019-2022,"Vital Records, data as of May 2024"
19499,Cuyler town,MCD/CD,Cortland,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,7,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
19620,Danby town,MCD/CD,Tompkins,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,66,22,74.2,,Percentage,2019-2022,"Vital Records, data as of May 2024"
19653,Dannemora town,MCD/CD,Clinton,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,41,14,73.2,,Percentage,2019-2022,"Vital Records, data as of May 2024"
19675,Dansville town,MCD/CD,Steuben,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,41,15,70.7,,Percentage,2019-2022,"Vital Records, data as of May 2024"
19686,Danube town,MCD/CD,Herkimer,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,31,10,75.6,,Percentage,2019-2022,"Vital Records, data as of May 2024"
19719,Darien town,MCD/CD,Genesee,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,74,26,70.5,,Percentage,2019-2022,"Vital Records, data as of May 2024"
19763,Davenport town,MCD/CD,Delaware,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,65,23,69.9,,Percentage,2019-2022,"Vital Records, data as of May 2024"
19807,Day town,MCD/CD,Saratoga,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,7,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
19840,Dayton town,MCD/CD,Cattaraugus,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,23,16,36.5,,Percentage,2019-2022,"Vital Records, data as of May 2024"
19895,Decatur town,MCD/CD,Otsego,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,5,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
19928,Deerfield town,MCD/CD,Oneida,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,92,36,63.4,,Percentage,2019-2022,"Vital Records, data as of May 2024"
19961,Deerpark town,MCD/CD,Orange,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,112,68,41.2,,Percentage,2019-2022,"Vital Records, data as of May 2024"
20038,De Kalb town,MCD/CD,St. Lawrence,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,78,36,54.5,,Percentage,2019-2022,"Vital Records, data as of May 2024"
20104,Delaware town,MCD/CD,Sullivan,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,30,12,63.8,,Percentage,2019-2022,"Vital Records, data as of May 2024"
20137,Delhi town,MCD/CD,Delaware,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,56,22,64.4,,Percentage,2019-2022,"Vital Records, data as of May 2024"
20214,Denmark town,MCD/CD,Lewis,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,83,29,70.9,,Percentage,2019-2022,"Vital Records, data as of May 2024"
20247,Denning town,MCD/CD,Ulster,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,3,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
20335,De Peyster town,MCD/CD,St. Lawrence,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,26,22,29.5,,Percentage,2019-2022,"Vital Records, data as of May 2024"
20357,Deposit town,MCD/CD,Delaware,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,29,13,56.9,,Percentage,2019-2022,"Vital Records, data as of May 2024"
20401,DeRuyter town,MCD/CD,Madison,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,24,8,77.4,,Percentage,2019-2022,"Vital Records, data as of May 2024"
20478,De Witt town,MCD/CD,Onondaga,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,496,193,64.2,,Percentage,2019-2022,"Vital Records, data as of May 2024"
20555,Diana town,MCD/CD,Lewis,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,45,18,64.3,,Percentage,2019-2022,"Vital Records, data as of May 2024"
20588,Dickinson town,MCD/CD,Broome,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,92,34,67.2,,Percentage,2019-2022,"Vital Records, data as of May 2024"
20610,Dickinson town,MCD/CD,Franklin,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,33,14,60,,Percentage,2019-2022,"Vital Records, data as of May 2024"
20676,Dix town,MCD/CD,Schuyler,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,76,25,77.6,,Percentage,2019-2022,"Vital Records, data as of May 2024"
20819,Dover town,MCD/CD,Dutchess,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,120,64,46.9,,Percentage,2019-2022,"Vital Records, data as of May 2024"
20885,Dresden town,MCD/CD,Washington,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,5,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
20962,Dryden town,MCD/CD,Tompkins,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,352,113,77.7,,Percentage,2019-2022,"Vital Records, data as of May 2024"
20973,Duane town,MCD/CD,Franklin,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,1,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
21006,Duanesburg town,MCD/CD,Schenectady,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,125,45,69.1,,Percentage,2019-2022,"Vital Records, data as of May 2024"
21105,Dunkirk city,MCD/CD,Chautauqua,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,151,124,30.6,,Percentage,2019-2022,"Vital Records, data as of May 2024"
21116,Dunkirk town,MCD/CD,Chautauqua,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,18,9,50,,Percentage,2019-2022,"Vital Records, data as of May 2024"
21204,Durham town,MCD/CD,Greene,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,49,21,59,,Percentage,2019-2022,"Vital Records, data as of May 2024"
21369,Eagle town,MCD/CD,Wyoming,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,20,8,60.6,,Percentage,2019-2022,"Vital Records, data as of May 2024"
21699,East Bloomfield town,MCD/CD,Ontario,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,71,28,64.5,,Percentage,2019-2022,"Vital Records, data as of May 2024"
21820,Eastchester town,MCD/CD,Westchester,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,505,211,59.8,,Percentage,2019-2022,"Vital Records, data as of May 2024"
21996,East Fishkill town,MCD/CD,Dutchess,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,487,233,52.4,,Percentage,2019-2022,"Vital Records, data as of May 2024"
22117,East Greenbush town,MCD/CD,Rensselaer,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,334,142,58.9,,Percentage,2019-2022,"Vital Records, data as of May 2024"
22194,East Hampton town,MCD/CD,Suffolk,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,364,193,47.2,,Percentage,2019-2022,"Vital Records, data as of May 2024"
22656,Easton town,MCD/CD,Washington,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,36,14,66.7,,Percentage,2019-2022,"Vital Records, data as of May 2024"
22678,East Otto town,MCD/CD,Cattaraugus,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,17,8,54.8,,Percentage,2019-2022,"Vital Records, data as of May 2024"
22870,East Rochester town,MCD/CD,Monroe,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,117,54,54.7,,Percentage,2019-2022,"Vital Records, data as of May 2024"
23305,Eaton town,MCD/CD,Madison,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,68,26,64.8,,Percentage,2019-2022,"Vital Records, data as of May 2024"
23415,Eden town,MCD/CD,Erie,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,107,57,47.1,,Percentage,2019-2022,"Vital Records, data as of May 2024"
23591,Edinburg town,MCD/CD,Saratoga,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,7,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
23613,Edmeston town,MCD/CD,Otsego,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,53,31,43.4,,Percentage,2019-2022,"Vital Records, data as of May 2024"
23646,Edwards town,MCD/CD,St. Lawrence,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,22,9,62.9,,Percentage,2019-2022,"Vital Records, data as of May 2024"
23756,Elba town,MCD/CD,Genesee,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,35,17,53,,Percentage,2019-2022,"Vital Records, data as of May 2024"
23800,Elbridge town,MCD/CD,Onondaga,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,106,40,66.3,,Percentage,2019-2022,"Vital Records, data as of May 2024"
23833,Elizabethtown town,MCD/CD,Essex,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,4,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
23921,Ellenburg town,MCD/CD,Clinton,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,56,19,75.7,,Percentage,2019-2022,"Vital Records, data as of May 2024"
23976,Ellery town,MCD/CD,Chautauqua,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,62,20,76.5,,Percentage,2019-2022,"Vital Records, data as of May 2024"
23998,Ellicott town,MCD/CD,Chautauqua,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,154,66,58.1,,Percentage,2019-2022,"Vital Records, data as of May 2024"
24031,Ellicottville town,MCD/CD,Cattaraugus,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,7,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
24053,Ellington town,MCD/CD,Chautauqua,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,29,18,39.7,,Percentage,2019-2022,"Vital Records, data as of May 2024"
24086,Ellisburg town,MCD/CD,Jefferson,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,62,27,58.5,,Percentage,2019-2022,"Vital Records, data as of May 2024"
24130,Elma town,MCD/CD,Erie,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,180,72,62.5,,Percentage,2019-2022,"Vital Records, data as of May 2024"
24229,Elmira city,MCD/CD,Chemung,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,556,265,52.4,,Percentage,2019-2022,"Vital Records, data as of May 2024"
24240,Elmira town,MCD/CD,Chemung,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,139,49,70.6,,Percentage,2019-2022,"Vital Records, data as of May 2024"
24548,Enfield town,MCD/CD,Tompkins,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,48,19,63.2,,Percentage,2019-2022,"Vital Records, data as of May 2024"
24603,Ephratah town,MCD/CD,Fulton,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,33,13,64.7,,Percentage,2019-2022,"Vital Records, data as of May 2024"
24636,Erin town,MCD/CD,Chemung,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,50,17,73.5,,Percentage,2019-2022,"Vital Records, data as of May 2024"
24647,Erwin town,MCD/CD,Steuben,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,204,70,72.9,,Percentage,2019-2022,"Vital Records, data as of May 2024"
24691,Esopus town,MCD/CD,Ulster,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,194,83,58.3,,Percentage,2019-2022,"Vital Records, data as of May 2024"
24724,Esperance town,MCD/CD,Schoharie,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,20,11,46.5,,Percentage,2019-2022,"Vital Records, data as of May 2024"
24768,Essex town,MCD/CD,Essex,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,5,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
24801,Evans town,MCD/CD,Erie,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,206,103,50,,Percentage,2019-2022,"Vital Records, data as of May 2024"
24845,Exeter town,MCD/CD,Otsego,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,5,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
24878,Fabius town,MCD/CD,Onondaga,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,44,15,74.6,,Percentage,2019-2022,"Vital Records, data as of May 2024"
24933,Fairfield town,MCD/CD,Herkimer,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,49,19,63.6,,Percentage,2019-2022,"Vital Records, data as of May 2024"
25241,Fallsburg town,MCD/CD,Sullivan,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,239,157,38.1,,Percentage,2019-2022,"Vital Records, data as of May 2024"
25340,Farmersville town,MCD/CD,Cattaraugus,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,25,11,58.1,,Percentage,2019-2022,"Vital Records, data as of May 2024"
25406,Farmington town,MCD/CD,Ontario,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,344,142,60.6,,Percentage,2019-2022,"Vital Records, data as of May 2024"
25505,Fayette town,MCD/CD,Seneca,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,110,36,75.9,,Percentage,2019-2022,"Vital Records, data as of May 2024"
25593,Fenner town,MCD/CD,Madison,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,47,15,77,,Percentage,2019-2022,"Vital Records, data as of May 2024"
25604,Fenton town,MCD/CD,Broome,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,160,58,69.6,,Percentage,2019-2022,"Vital Records, data as of May 2024"
25791,Fine town,MCD/CD,St. Lawrence,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,27,11,61.4,,Percentage,2019-2022,"Vital Records, data as of May 2024"
25978,Fishkill town,MCD/CD,Dutchess,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,320,156,51.3,,Percentage,2019-2022,"Vital Records, data as of May 2024"
26231,Fleming town,MCD/CD,Cayuga,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,43,15,74.1,,Percentage,2019-2022,"Vital Records, data as of May 2024"
26297,Florence town,MCD/CD,Oneida,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,5,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
26308,Florida town,MCD/CD,Montgomery,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,54,22,61.4,,Percentage,2019-2022,"Vital Records, data as of May 2024"
26385,Floyd town,MCD/CD,Oneida,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,104,36,72.7,,Percentage,2019-2022,"Vital Records, data as of May 2024"
26528,Forestburgh town,MCD/CD,Sullivan,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,6,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
26627,Forestport town,MCD/CD,Oneida,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,22,10,56.4,,Percentage,2019-2022,"Vital Records, data as of May 2024"
26715,Fort Ann town,MCD/CD,Washington,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,73,31,58.9,,Percentage,2019-2022,"Vital Records, data as of May 2024"
26737,Fort Covington town,MCD/CD,Franklin,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,37,14,64.9,,Percentage,2019-2022,"Vital Records, data as of May 2024"
26781,Fort Edward town,MCD/CD,Washington,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,113,61,46.3,,Percentage,2019-2022,"Vital Records, data as of May 2024"
27100,Fowler town,MCD/CD,St. Lawrence,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,42,18,59.2,,Percentage,2019-2022,"Vital Records, data as of May 2024"
27199,Frankfort town,MCD/CD,Herkimer,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,122,56,55,,Percentage,2019-2022,"Vital Records, data as of May 2024"
27232,Franklin town,MCD/CD,Delaware,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,53,19,68.8,,Percentage,2019-2022,"Vital Records, data as of May 2024"
27243,Franklin town,MCD/CD,Franklin,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,34,10,85,,Percentage,2019-2022,"Vital Records, data as of May 2024"
27342,Franklinville town,MCD/CD,Cattaraugus,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,59,26,56.2,,Percentage,2019-2022,"Vital Records, data as of May 2024"
27441,Freedom town,MCD/CD,Cattaraugus,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,41,20,52.6,,Percentage,2019-2022,"Vital Records, data as of May 2024"
27496,Freetown town,MCD/CD,Cortland,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,21,12,44.7,,Percentage,2019-2022,"Vital Records, data as of May 2024"
27551,Fremont town,MCD/CD,Steuben,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,7,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
27573,Fremont town,MCD/CD,Sullivan,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,6,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
27606,French Creek town,MCD/CD,Chautauqua,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,6,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
27705,Friendship town,MCD/CD,Allegany,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,34,22,38.2,,Percentage,2019-2022,"Vital Records, data as of May 2024"
27815,Fulton city,MCD/CD,Oswego,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,220,132,41.6,,Percentage,2019-2022,"Vital Records, data as of May 2024"
27826,Fulton town,MCD/CD,Schoharie,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,25,9,73.5,,Percentage,2019-2022,"Vital Records, data as of May 2024"
27958,Gaines town,MCD/CD,Orleans,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,48,24,49.5,,Percentage,2019-2022,"Vital Records, data as of May 2024"
27980,Gainesville town,MCD/CD,Wyoming,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,51,18,70.8,,Percentage,2019-2022,"Vital Records, data as of May 2024"
28013,Galen town,MCD/CD,Wayne,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,120,48,62.8,,Percentage,2019-2022,"Vital Records, data as of May 2024"
28068,Gallatin town,MCD/CD,Columbia,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,27,11,62.8,,Percentage,2019-2022,"Vital Records, data as of May 2024"
28112,Galway town,MCD/CD,Saratoga,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,76,26,73.1,,Percentage,2019-2022,"Vital Records, data as of May 2024"
28255,Gardiner town,MCD/CD,Ulster,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,91,30,75.8,,Percentage,2019-2022,"Vital Records, data as of May 2024"
28442,Gates town,MCD/CD,Monroe,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,432,231,46.8,,Percentage,2019-2022,"Vital Records, data as of May 2024"
28519,Geddes town,MCD/CD,Onondaga,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,392,155,63.3,,Percentage,2019-2022,"Vital Records, data as of May 2024"
28563,Genesee town,MCD/CD,Allegany,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,26,12,53.1,,Percentage,2019-2022,"Vital Records, data as of May 2024"
28596,Genesee Falls town,MCD/CD,Wyoming,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,6,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
28629,Geneseo town,MCD/CD,Livingston,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,93,45,51.7,,Percentage,2019-2022,"Vital Records, data as of May 2024"
28640,Geneva city,MCD/CD,Ontario,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,222,116,47.9,,Percentage,2019-2022,"Vital Records, data as of May 2024"
28651,Geneva town,MCD/CD,Ontario,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,67,26,64.4,,Percentage,2019-2022,"Vital Records, data as of May 2024"
28673,Genoa town,MCD/CD,Cayuga,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,45,16,70.3,,Percentage,2019-2022,"Vital Records, data as of May 2024"
28695,Georgetown town,MCD/CD,Madison,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,17,10,42.5,,Percentage,2019-2022,"Vital Records, data as of May 2024"
28739,German town,MCD/CD,Chenango,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,1,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
28750,German Flatts town,MCD/CD,Herkimer,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,199,114,43.7,,Percentage,2019-2022,"Vital Records, data as of May 2024"
28772,Germantown town,MCD/CD,Columbia,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,42,16,67.7,,Percentage,2019-2022,"Vital Records, data as of May 2024"
28838,Gerry town,MCD/CD,Chautauqua,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,45,19,60.8,,Percentage,2019-2022,"Vital Records, data as of May 2024"
28871,Ghent town,MCD/CD,Columbia,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,85,34,62.5,,Percentage,2019-2022,"Vital Records, data as of May 2024"
28981,Gilboa town,MCD/CD,Schoharie,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,6,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
29047,Glen town,MCD/CD,Montgomery,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,129,42,76.8,,Percentage,2019-2022,"Vital Records, data as of May 2024"
29113,Glen Cove city,MCD/CD,Nassau,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,295,242,30.5,,Percentage,2019-2022,"Vital Records, data as of May 2024"
29333,Glens Falls city,MCD/CD,Warren,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,351,137,64.3,,Percentage,2019-2022,"Vital Records, data as of May 2024"
29366,Glenville town,MCD/CD,Schenectady,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,622,238,65.5,,Percentage,2019-2022,"Vital Records, data as of May 2024"
29443,Gloversville city,MCD/CD,Fulton,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,264,164,40.2,,Percentage,2019-2022,"Vital Records, data as of May 2024"
29531,Gorham town,MCD/CD,Ontario,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,126,42,75.9,,Percentage,2019-2022,"Vital Records, data as of May 2024"
29553,Goshen town,MCD/CD,Orange,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,229,107,53.6,,Percentage,2019-2022,"Vital Records, data as of May 2024"
29608,Gouverneur town,MCD/CD,St. Lawrence,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,118,62,48,,Percentage,2019-2022,"Vital Records, data as of May 2024"
29674,Grafton town,MCD/CD,Rensselaer,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,42,17,61.8,,Percentage,2019-2022,"Vital Records, data as of May 2024"
29729,Granby town,MCD/CD,Oswego,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,137,64,53.3,,Percentage,2019-2022,"Vital Records, data as of May 2024"
29828,Grand Island town,MCD/CD,Erie,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,334,150,55.9,,Percentage,2019-2022,"Vital Records, data as of May 2024"
29905,Granger town,MCD/CD,Allegany,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,,4,,Data Suppressed,Percentage,2019-2022,"Vital Records, data as of May 2024"
30037,Granville town,MCD/CD,Washington,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,97,44,55.1,,Percentage,2019-2022,"Vital Records, data as of May 2024"
30257,Great Valley town,MCD/CD,Cattaraugus,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,30,13,57.7,,Percentage,2019-2022,"Vital Records, data as of May 2024"
30290,Greece town,MCD/CD,Monroe,49,33,pa59_0,Percentage of infants who are exclusively breastfed in the hospital among all infants,1569,842,46.6,,Percentage,2019-2022,"Vital Records, data as of May 2024"
